winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
SpaceX,{'p_1_0': 'SpaceX'},6.804554680053855e+18,"{'China': 2.41392501178908, 'France': 2.4195171170522376, 'Germany': 2.427558201907232, 'India': 2.4210674104687055, 'Israel': 2.4063675004610907, 'Japan': 2.408988225874114, 'Russia': 2.4177148561182125, 'UAE': 2.4121462593524323, 'UK': 2.4128728005901556, 'ULA': 2.4488739281977487, 'USA': 2.402156202181167, 'SpaceX': 2.6151092223153953}",1,2018,0.8220741857983254,True,UAE,0.1662352941176466,1,0.046252030863684346,2010,False
ULA,{'p_2_0': 'ULA'},1.3629141021309125e+18,"{'China': 2.8451099374100943, 'France': 2.850702042673252, 'Germany': 2.858743127528247, 'India': 2.8522523360897205, 'Israel': 2.8375524260821057, 'Japan': 2.840173151495129, 'Russia': 2.848899781739227, 'UAE': 2.8433311849734473, 'UK': 2.8440577262111706, 'ULA': 2.8800588538187633, 'USA': 2.833341127802182, 'SpaceX': 2.4368492619129656}",2,2018,0.8242571761344814,True,UAE,0.021315726290516146,11,0.04406904052752836,2000,True
Germany,{'p_4_0': 'Germany'},4.996119183104603e+18,"{'China': 3.1036358345046335, 'France': 3.1092279397677913, 'Germany': 3.117269024622786, 'India': 3.1107782331842593, 'Israel': 3.096078323176645, 'Japan': 3.098699048589668, 'Russia': 3.107425678833766, 'UAE': 3.1018570820679865, 'UK': 3.10258362330571, 'ULA': 2.4685316822084435, 'USA': 3.091867024896721, 'SpaceX': 2.6196546768608497}",4,2017,0.7067213120145018,True,UAE,0.0064907914385266,10,0.16160490464750787,2000,True
India,"{'p_8_2': 'India', 'p_8_0': 'India'}",1.2197470016428274e+19,"{'China': 3.2860882718327233, 'France': 3.291680377095881, 'Germany': 2.5781671048957713, 'India': 3.293230670512349, 'Israel': 3.2785307605047347, 'Japan': 3.281151485917758, 'Russia': 3.289878116161856, 'UAE': 3.2843095193960763, 'UK': 3.2850360606337996, 'ULA': 2.5975450378871496, 'USA': 3.2743194622248106, 'SpaceX': 2.7486680325395563}",8,2020,0.6198418265106778,True,UAE,0.0015502934164679516,9,0.24848439015133195,2000,True
France,{'p_12_0': 'France'},5.22142699117514e+18,"{'China': 3.425948187565385, 'France': 3.431540292828543, 'Germany': 2.677062999726515, 'India': 2.6711622802369455, 'Israel': 3.4183906762373963, 'Japan': 3.4210114016504196, 'Russia': 3.4297380318945176, 'UAE': 3.424169435128738, 'UK': 3.4248959763664613, 'ULA': 2.6964409327178935, 'USA': 3.4141793779574723, 'SpaceX': 2.8475639273702997}",12,2020,0.8566108315409471,True,UAE,0.001802260934025135,8,0.011715385121062627,2000,True
Russia,{'p_17_0': 'Russia'},8.684656676170629e+18,"{'China': 3.538733457832601, 'France': 2.749504152009517, 'Germany': 2.7568142291504207, 'India': 2.7509135096608515, 'Israel': 3.531175946504612, 'Japan': 3.5337966719176355, 'Russia': 3.5425233021617335, 'UAE': 3.536954705395954, 'UK': 3.537681246633677, 'ULA': 2.7761921621417995, 'USA': 3.5269646482246886, 'SpaceX': 2.9273151567942057}",17,2015,0.7572762560333781,True,UAE,0.0037898443291326522,7,0.1110499606286316,2000,True
China,{'p_18_0': 'China'},1.6070601636918581e+19,"{'China': 3.63286956267545, 'France': 2.816068430098383, 'Germany': 2.823378507239288, 'India': 2.817477787749718, 'Israel': 3.6253120513474615, 'Japan': 3.6279327767604848, 'Russia': 2.8144300110674516, 'UAE': 3.631090810238803, 'UK': 3.6318173514765264, 'ULA': 2.842756440230666, 'USA': 3.6211007530675374, 'SpaceX': 2.9938794348830724}",18,2021,0.8134500297051748,True,UAE,0.001052211198923736,6,0.05487618695683494,2000,True
UK,{'p_21_0': 'UK'},6.527258655087026e+18,"{'China': 2.8679448656397595, 'France': 2.873028597697176, 'Germany': 2.8803386748380797, 'India': 2.8744379553485104, 'Israel': 3.705865892880718, 'Japan': 3.7084866182937413, 'Russia': 2.8713901786662435, 'UAE': 3.7116446517720596, 'UK': 3.712371193009783, 'ULA': 2.8997166078294585, 'USA': 3.701654594600794, 'SpaceX': 3.0508396024818647}",21,2014,0.7277442627496793,True,UAE,0.0007265412377233105,5,0.14058195391233042,2000,True
UAE,{'p_22_0': 'UAE'},1.016884986034186e+19,"{'China': 2.9176167439926965, 'France': 2.922700476050113, 'Germany': 2.9300105531910168, 'India': 2.9241098337014475, 'Israel': 3.7761125369159885, 'Japan': 3.7787332623290117, 'Russia': 2.9210620570191805, 'UAE': 3.78189129580733, 'UK': 2.9166601883573113, 'ULA': 2.9493884861823956, 'USA': 3.7719012386360644, 'SpaceX': 3.1005114808348018}",22,2022,0.8683262166620097,True,UAE,0.003158033478318334,4,0.0,2000,True
Japan,{'p_25_0': 'Japan'},1.2122966737096505e+19,"{'China': 2.9615800648734223, 'France': 2.9666637969308383, 'Germany': 2.973973874071743, 'India': 2.9680731545821732, 'Israel': 3.8382860615524708, 'Japan': 3.840906786965494, 'Russia': 2.9650253778999067, 'UAE': 2.959963017203743, 'UK': 2.960623509238037, 'ULA': 2.9933518070631213, 'USA': 3.8340747632725467, 'SpaceX': 3.1444748017155275}",25,2015,0.8547897053739497,True,UAE,0.0026207254130232727,3,0.013536511288059994,2000,True
Israel,{'p_26_0': 'Israel'},1.6125713881633327e+19,"{'China': 3.000958524978065, 'France': 3.006042257035481, 'Germany': 3.0133523341763855, 'India': 3.0074516146868158, 'Israel': 3.8939756138978243, 'Japan': 2.9964705377826415, 'Russia': 3.0044038380045492, 'UAE': 2.9993414773083855, 'UK': 3.0000019693426796, 'ULA': 3.032730267167764, 'USA': 3.8897643156179003, 'SpaceX': 3.18385326182017}",26,2024,0.6470354920782665,True,UAE,0.004211298279924058,2,0.22129072458374321,2000,True
USA,{'p_27_0': 'USA'},8.198830606102463e+18,"{'China': 3.0365786889472637, 'France': 3.0416624210046797, 'Germany': 3.0489724981455844, 'India': 3.0430717786560146, 'Israel': 3.0297082241036373, 'Japan': 3.0320907017518404, 'Russia': 3.040024001973748, 'UAE': 3.0349616412775844, 'UK': 3.0356221333118785, 'ULA': 3.0683504311369627, 'USA': 3.9401388345970947, 'SpaceX': 3.219473425789369}",27,2017,0.7367603682209584,False,UAE,0.7206654088077258,1,0.13156584844105135,2000,True
SpaceX,{'p_28_0': 'SpaceX'},7.427062618934873e+18,"{'China': 3.069065495063005, 'France': 3.0741492271204214, 'Germany': 3.081459304261325, 'India': 3.075558584771756, 'Israel': 3.062195030219379, 'Japan': 3.0645775078675817, 'Russia': 3.072510808089489, 'UAE': 3.0674484473933257, 'UK': 3.0681089394276198, 'ULA': 3.100837237252704, 'USA': 2.967457486328539, 'SpaceX': 3.25196023190511}",28,2017,0.8220741857983254,True,UAE,0.1511229946524062,2,0.046252030863684346,2010,False
ULA,{'p_33_0': 'ULA'},1.2423197747569986e+19,"{'China': 3.098902402030685, 'France': 3.1039861340881014, 'Germany': 3.1112962112290052, 'India': 3.105395491739436, 'Israel': 3.092031937187059, 'Japan': 3.0944144148352617, 'Russia': 3.102347715057169, 'UAE': 3.0972853543610057, 'UK': 3.0979458463953, 'ULA': 3.130674144220384, 'USA': 2.997294393296219, 'SpaceX': 2.8585263765448943}",33,2022,0.8242571761344814,True,UAE,0.0193779329913788,11,0.04406904052752836,2000,True
Germany,{'p_35_0': 'Germany'},1.0462727971964609e+19,"{'China': 3.1264707627342987, 'France': 3.1315544947917147, 'Germany': 3.1388645719326194, 'India': 3.1329638524430496, 'Israel': 3.1196002978906723, 'Japan': 3.1219827755388754, 'Russia': 3.129916075760783, 'UAE': 3.1248537150646194, 'UK': 3.1255142070989135, 'ULA': 2.7425064370364716, 'USA': 3.024862753999833, 'SpaceX': 2.881035848801177}",35,2017,0.7067213120145018,True,UAE,0.005900719489569717,10,0.16160490464750787,2000,True
India,{'p_36_0': 'India'},7.278664081060631e+18,"{'China': 3.152076454438783, 'France': 3.157160186496199, 'Germany': 2.7456502915233756, 'India': 3.158569544147534, 'Israel': 3.1452059895951567, 'Japan': 3.14758846724336, 'Russia': 3.1555217674652676, 'UAE': 3.150459406769104, 'UK': 3.151119898803398, 'ULA': 2.7634133967654724, 'USA': 3.0504684457043174, 'SpaceX': 2.9019428085301784}",36,2021,0.6198418265106778,False,UAE,0.001409357651334986,9,0.24848439015133195,2000,True
France,{'p_38_1': 'France'},1.342906843181158e+19,"{'China': 3.175968399664768, 'France': 3.1810521317221845, 'Germany': 2.765157983112105, 'India': 2.6764156569133326, 'Israel': 3.169097934821142, 'Japan': 3.1714804124693448, 'Russia': 3.179413712691252, 'UAE': 3.1743513519950888, 'UK': 3.175011844029383, 'ULA': 2.7829210883542017, 'USA': 3.074360390930302, 'SpaceX': 2.9214505001189073}",38,2024,0.8566108315409471,True,UAE,0.0016384190309324254,8,0.011715385121062627,2000,True
Russia,{'p_41_0': 'Russia'},5.076844281940916e+18,"{'China': 3.198351761988137, 'France': 2.7767330178729734, 'Germany': 2.7834339219188022, 'India': 2.6946915957200304, 'Israel': 3.1914812971445112, 'Japan': 3.193863774792714, 'Russia': 3.201797075014621, 'UAE': 3.196734714318458, 'UK': 3.197395206352752, 'ULA': 2.8011970271608995, 'USA': 3.096743753253671, 'SpaceX': 2.939726438925605}",41,2015,0.7572762560333781,True,UAE,0.003445313026483987,7,0.1110499606286316,2000,True
China,"{'p_45_1': 'China', 'p_45_0': 'China'}",1.3534947868242098e+19,"{'China': 3.219397548384166, 'France': 2.793916830508266, 'Germany': 2.800617734554095, 'India': 2.7118754083553225, 'Israel': 3.2125270835405395, 'Japan': 3.2149095611887426, 'Russia': 2.7924149463965784, 'UAE': 3.2177805007144866, 'UK': 3.2184409927487807, 'ULA': 2.8183808397961916, 'USA': 3.1177895396497, 'SpaceX': 2.9569102515608976}",45,2020,0.8134500297051748,True,UAE,0.0009565556353852145,6,0.05487618695683494,2000,True
UK,{'p_51_0': 'UK'},5.495359598511589e+18,"{'China': 2.8054659795411068, 'France': 2.810126067260405, 'Germany': 2.816826971306234, 'India': 2.7280846451074616, 'Israel': 3.232379263121894, 'Japan': 3.234761740770097, 'Russia': 2.8086241831487175, 'UAE': 3.237632680295841, 'UK': 3.238293172330135, 'ULA': 2.8345900765483307, 'USA': 3.1376417192310546, 'SpaceX': 2.9731194883130367}",51,2020,0.7277442627496793,True,UAE,0.0006604920342940801,5,0.14058195391233042,2000,True
UAE,{'p_52_0': 'UAE'},1.621211832799602e+18,"{'China': 2.8208004953125507, 'France': 2.825460583031849, 'Germany': 2.832161487077678, 'India': 2.7434191608789056, 'Israel': 3.251160132668243, 'Japan': 3.253542610316446, 'Russia': 2.8239586989201615, 'UAE': 3.2564135498421902, 'UK': 2.819923652646781, 'ULA': 2.8499245923197747, 'USA': 3.156422588777404, 'SpaceX': 2.9884540040844807}",52,2014,0.8683262166620097,True,UAE,0.0028709395257440207,4,0.0,2000,True
Japan,"{'p_56_0': 'Japan', 'p_56_1': 'Japan'}",22202669380264.92,"{'China': 2.835345800845109, 'France': 2.8400058885644075, 'Germany': 2.8467067926102363, 'India': 2.757964466411464, 'Israel': 3.268974421022068, 'Japan': 3.271356898670271, 'Russia': 2.83850400445272, 'UAE': 2.8338635071479032, 'UK': 2.834468958179339, 'ULA': 2.864469897852333, 'USA': 3.1742368771312286, 'SpaceX': 3.002999309617039}",56,2012,0.8547897053739497,True,UAE,0.0023824776482030963,3,0.013536511288059994,2000,True
