winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
UAE,"{'p_1_1': 'SpaceX', 'p_1_0': 'SpaceX'}",13119666.568238616,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 2.090429083911897e-16, 'France': 2.015478507609312e-16, 'Germany': 8.221668165343487e-13, 'India': 1.6396720654248732e-09, 'Israel': 0.09633679934984947, 'Japan': 3.886333073893606e-11, 'Russia': 1.8589618201449527e-11, 'UAE': 0.6141227625215264, 'UK': 0.2895403217391908, 'ULA': 1.239072326249513e-22, 'USA': 1.4605919997274387e-14, 'SpaceX': 1.1469147114706786e-07}",1,2021,0.8599032131111515,True,USA,0.16623529411764681,1,0.10341693903822136,2000,True
USA,{'p_4_0': 'SpaceX'},8387530.806781412,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 1.4285697048994604e-18, 'France': 1.7045771517471334e-16, 'Germany': 1.4173963548406566e-15, 'India': 6.959004508575958e-10, 'Israel': 2.7076709411943104e-11, 'Japan': 1.7260103624805493e-13, 'Russia': 0.6725020200317211, 'UAE': 6.134686776167208e-12, 'UK': 5.955260759382734e-08, 'ULA': 4.784100494689191e-16, 'USA': 0.3274979196851184, 'SpaceX': 1.2663512081086632e-12}",4,2017,0.9633201521493728,True,USA,0.16623529411764681,1,0.0,2000,True
Japan,"{'p_6_1': 'SpaceX', 'p_6_2': 'SpaceX'}",28712083.199687757,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 5.016444616065195e-24, 'France': 2.0027195780115676e-33, 'Germany': 5.508638968456782e-33, 'India': 1.3472621621983282e-12, 'Israel': 7.680681868419998e-31, 'Japan': 0.9999999999986526, 'Russia': 2.4034011123561316e-28, 'UAE': 2.0826548435224224e-27, 'UK': 1.76083601708749e-23, 'ULA': 1.054478680449242e-25, 'USA': 5.203716220522833e-32, 'SpaceX': 7.680198666733341e-25}",6,2024,0.7154668723924265,False,USA,0.16623529411764681,1,0.24785327975694638,2000,True
ULA,{'p_12_0': 'SpaceX'},7127915.003671238,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.6762536395988353, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 5.2026805324056425e-20, 'France': 6.056402564600225e-17, 'Germany': 3.2454116079784025e-21, 'India': 1.75873264150537e-13, 'Israel': 4.103750866597359e-15, 'Japan': 1.331248819836882e-21, 'Russia': 1.057826422739658e-17, 'UAE': 1.2841456870087865e-17, 'UK': 1.567809189841546e-13, 'ULA': 0.9999999294223282, 'USA': 1.7111170094626312e-23, 'SpaceX': 7.057733499745948e-08}",12,2022,0.6947649348001036,True,USA,0.16623529411764681,1,0.26855521734926924,2000,True
Japan,{'p_13_0': 'SpaceX'},2650778.2937294254,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.6762536395988353, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 0.0018041619270861764, 'France': 1.2610665700759131e-11, 'Germany': 0.0007177547639088512, 'India': 3.161431589523765e-11, 'Israel': 5.513288290616041e-06, 'Japan': 0.14756122138353064, 'Russia': 3.7692208684309426e-08, 'UAE': 2.906412854095561e-07, 'UK': 1.777276501279881e-07, 'ULA': 0.0001450690964582893, 'USA': 0.8497613987112231, 'SpaceX': 4.374724132929742e-06}",13,2012,0.7154668723924265,False,USA,0.14657754010695168,1,0.24785327975694638,2000,True
Israel,{'p_16_0': 'SpaceX'},2126411.476187869,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.6198991696322657, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 4.550924864374198e-08, 'France': 2.2733714271997454e-07, 'Germany': 0.00048619282963064937, 'India': 2.2652497177735555e-09, 'Israel': 0.9989809050989676, 'Japan': 7.321243465235461e-05, 'Russia': 2.23091383230896e-09, 'UAE': 0.0004586959274175598, 'UK': 2.512765073334458e-08, 'ULA': 6.912308059727703e-07, 'USA': 8.043143878170903e-12, 'SpaceX': 2.7701340459667815e-13}",16,2024,0.8269661345671201,False,USA,0.14657754010695168,1,0.13635401758225274,2000,True
USA,{'p_18_0': 'SpaceX'},15251711.89239532,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.6738711619506322, 'Japan': 0.6198991696322657, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 2.50654417302804e-33, 'France': 2.5829837592510368e-23, 'Germany': 4.8263312269446667e-32, 'India': 7.453616310116213e-34, 'Israel': 1.4474915194063997e-28, 'Japan': 9.210013688256558e-31, 'Russia': 2.843731863851778e-29, 'UAE': 4.471776061585917e-36, 'UK': 5.817755954909203e-27, 'ULA': 5.141780110424661e-28, 'USA': 1.0, 'SpaceX': 1.246177482523215e-27}",18,2017,0.9633201521493728,True,USA,0.14657754010695168,1,0.0,2000,True
UK,{'p_23_0': 'SpaceX'},4192550.4750537234,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.6738711619506322, 'Japan': 0.6198991696322657, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.95}","{'China': 2.8886147364975674e-16, 'France': 5.584536632352712e-16, 'Germany': 8.001455863757976e-08, 'India': 2.1291946927453303e-18, 'Israel': 2.1068858512757564e-05, 'Japan': 7.564501350608567e-15, 'Russia': 0.00032417219008079286, 'UAE': 5.810126024994219e-09, 'UK': 0.9912824864450562, 'ULA': 1.440871141386877e-14, 'USA': 3.1529048549966996e-14, 'SpaceX': 0.008372186681611186}",23,2018,0.8783158297281013,True,USA,0.14657754010695168,1,0.08500432242127154,2000,True
UK,"{'p_25_0': 'SpaceX', 'p_25_1': 'SpaceX'}",8023554.0143661145,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.6738711619506322, 'Japan': 0.6198991696322657, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.770694162067964, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.95}","{'China': 3.514395798221216e-21, 'France': 1.0379496559691935e-24, 'Germany': 1.9697189513229692e-25, 'India': 6.641606122782056e-17, 'Israel': 9.2375784659993e-30, 'Japan': 3.939111912202214e-22, 'Russia': 3.849419469587474e-24, 'UAE': 4.819861258650229e-14, 'UK': 0.9999999999999516, 'ULA': 1.4690386780705288e-19, 'USA': 1.673280244371327e-22, 'SpaceX': 9.257127121865145e-30}",25,2013,0.8783158297281013,True,USA,0.14657754010695168,1,0.08500432242127154,2000,True
China,{'p_26_0': 'SpaceX'},12208840.371546017,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.6738711619506322, 'Japan': 0.6198991696322657, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7898029818956337, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.95}","{'China': 0.01503273626364792, 'France': 0.0342370072525494, 'Germany': 9.674250336453091e-05, 'India': 2.8396273715481426e-07, 'Israel': 0.741811974609245, 'Japan': 6.269266856320703e-07, 'Russia': 0.19356138815804197, 'UAE': 0.0007604092104929283, 'UK': 1.7955042439343337e-05, 'ULA': 0.014145767770514678, 'USA': 6.0592101633471135e-05, 'SpaceX': 0.00027451619864799046}",26,2015,0.7400935589906483,True,USA,0.14657754010695168,1,0.2232265931587245,2000,True
