winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_is_incumbent
Japan,{'p_1_0': 'SpaceX'},1.3881750598781258e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 1.4869917390901355e-15, 'France': 0.7501636818928908, 'Germany': 8.582331555433792e-07, 'India': 1.132876671024008e-11, 'Israel': 3.355376620201384e-16, 'Japan': 0.24983545724279024, 'Russia': 8.96380419049355e-12, 'UAE': 1.412850083361782e-13, 'UK': 2.2201679468027217e-10, 'ULA': 4.506270150663366e-13, 'USA': 3.788769210177967e-15, 'SpaceX': 2.38825662186689e-09}",1,2017,0.7819058367922255,True,SpaceX,0.16623529411764681,1,0.18106980356427627,True
ULA,{'p_2_1': 'SpaceX'},3.200390499158217e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 6.58942784481243e-10, 'France': 1.6146657135150942e-23, 'Germany': 5.10897447051224e-24, 'India': 1.0350847693320999e-10, 'Israel': 7.460218143877088e-13, 'Japan': 3.1416257142970844e-19, 'Russia': 2.5880662681135903e-18, 'UAE': 5.346058537650193e-17, 'UK': 4.785952788522707e-25, 'ULA': 0.9999999992368006, 'USA': 2.003194566379772e-15, 'SpaceX': 1.4439969133962426e-21}",2,2024,0.5599688024311387,True,SpaceX,0.16623529411764681,1,0.40300683792536307,True
USA,"{'p_5_1': 'SpaceX', 'p_5_2': 'SpaceX', 'p_5_0': 'SpaceX'}",6305893802880.857,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 1.0679558807099186e-12, 'France': 7.892690464860978e-15, 'Germany': 0.087240331306718, 'India': 1.838733092594243e-15, 'Israel': 1.4722482400777817e-14, 'Japan': 8.10180507878698e-18, 'Russia': 3.869106916766835e-14, 'UAE': 4.463133941797353e-21, 'UK': 1.1817875616245323e-12, 'ULA': 4.296632550130936e-15, 'USA': 0.9127596332837642, 'SpaceX': 3.540720058896441e-08}",5,2012,0.7177637829275563,True,SpaceX,0.14657754010695168,1,0.24521185742894547,True
Israel,{'p_7_0': 'SpaceX'},1.2318169218593805e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 3.686349884221512e-08, 'France': 6.51202875795133e-07, 'Germany': 0.01917172336798351, 'India': 4.145106199104102e-07, 'Israel': 0.9797114403256243, 'Japan': 6.739067367297822e-07, 'Russia': 3.779962551304184e-14, 'UAE': 9.533134726887781e-08, 'UK': 5.875044563268839e-07, 'ULA': 3.642072682046882e-07, 'USA': 0.001113897217128525, 'SpaceX': 1.1556242273100863e-07}",7,2015,0.6502550259942166,True,SpaceX,0.14657754010695168,1,0.31272061436228515,True
SpaceX,{'p_11_0': 'SpaceX'},2184628881568.1196,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 0.8759665021742377, 'France': 7.758916566186925e-09, 'Germany': 0.04578899429889956, 'India': 4.502803960739674e-11, 'Israel': 2.6499010305921176e-10, 'Japan': 1.8582572929861653e-08, 'Russia': 0.00045488004297054895, 'UAE': 1.1228561256903428e-07, 'UK': 3.5688756433725166e-15, 'ULA': 5.5746466788880596e-11, 'USA': 1.0068403624940778e-12, 'SpaceX': 0.07778948449001509}",11,2013,0.9629756403565017,True,SpaceX,0.14657754010695168,1,0.0,True
India,{'p_12_0': 'SpaceX'},3.372139218225699e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 4.4134540839454534e-07, 'France': 2.9448622508755653e-07, 'Germany': 2.8785020961413953e-07, 'India': 0.9994761277760414, 'Israel': 7.852844835143317e-12, 'Japan': 2.0542239240577796e-05, 'Russia': 7.498404151927077e-09, 'UAE': 7.86071515805758e-15, 'UK': 2.1456133520461551e-10, 'ULA': 5.597019054478332e-14, 'USA': 0.0005018400069686583, 'SpaceX': 4.5857502404131914e-07}",12,2017,0.7694930036941222,True,SpaceX,0.1511229946524063,1,0.19348263666237953,True
Germany,{'p_20_1': 'SpaceX'},1.6025062671691052e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 3.4974280638071894e-07, 'France': 7.738909435719748e-10, 'Germany': 0.999999266224961, 'India': 7.007008793675709e-11, 'Israel': 6.5476342309549516e-09, 'Japan': 8.849266214157457e-15, 'Russia': 3.468755136540822e-08, 'UAE': 6.454760738070893e-10, 'UK': 4.357227769517608e-11, 'ULA': 1.2024290675449838e-11, 'USA': 3.40615429749555e-07, 'SpaceX': 6.365749622495472e-10}",20,2019,0.7734202353152679,True,SpaceX,0.1511229946524063,1,0.1895554050412338,True
Israel,{'p_23_0': 'SpaceX'},3.0336698142958776e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7781438074121002, 'Israel': 0.7647802528597232, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 0.030862428949169057, 'France': 2.623708630078566e-23, 'Germany': 7.649103248678046e-21, 'India': 3.621781696476518e-15, 'Israel': 0.969137571050826, 'Japan': 8.368356540550338e-18, 'Russia': 6.908039668723425e-17, 'UAE': 1.4329584264634604e-18, 'UK': 1.3311772589660222e-15, 'ULA': 2.848407826598306e-20, 'USA': 1.102449329751906e-19, 'SpaceX': 6.503407481663737e-17}",23,2025,0.6502550259942166,True,SpaceX,0.1511229946524063,1,0.31272061436228515,True
ULA,{'p_25_0': 'SpaceX'},2.3687568135853394e+18,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7781438074121002, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 2.3148928554392745e-05, 'France': 1.8629927373648194e-15, 'Germany': 1.0288635327684108e-21, 'India': 8.603978314569712e-16, 'Israel': 1.944542304715233e-14, 'Japan': 3.397418273961047e-16, 'Russia': 3.1084756849204844e-18, 'UAE': 3.435996666636296e-13, 'UK': 3.4313536556553015e-20, 'ULA': 0.9999639061888638, 'USA': 5.305758062330181e-22, 'SpaceX': 1.294488221578006e-05}",25,2024,0.5599688024311387,False,SpaceX,0.1511229946524063,1,0.40300683792536307,True
Israel,{'p_40_0': 'SpaceX'},3.658834311275884e+17,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.7781438074121002, 'Israel': 0.7843818984547463, 'Japan': 0.7671627305079262, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7364705882352942, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 7.72386986589181e-06, 'France': 5.604635022997493e-07, 'Germany': 5.2698658561960915e-06, 'India': 5.571164361234712e-06, 'Israel': 0.6629828915125456, 'Japan': 0.04383473972935037, 'Russia': 1.513525643332036e-07, 'UAE': 1.2795933900215421e-06, 'UK': 7.748087486152723e-09, 'ULA': 0.00043410157278917687, 'USA': 0.29272766970624786, 'SpaceX': 3.3421439372966285e-08}",40,2024,0.6502550259942166,True,SpaceX,0.17016355609070832,1,0.31272061436228515,True
