winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
India,{'p_0_0': 'SpaceX'},24328403.684590768,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 4.512142342186707e-16, 'France': 5.028608228904933e-10, 'Germany': 3.608048299322198e-17, 'India': 0.999754224770472, 'Israel': 3.0649606589954885e-11, 'Japan': 2.8991581647533545e-08, 'Russia': 1.414790205162779e-13, 'UAE': 0.0002457358522481172, 'UK': 1.2544936786405499e-14, 'ULA': 2.68544703747692e-10, 'USA': 3.246088815924564e-15, 'SpaceX': 9.583485474495059e-09}",0,2022,0.9313478583198889,True,SpaceX,0.16623529411764681,1,0.06187576721402821,2000,True
USA,{'p_1_0': 'SpaceX'},2195218.94789753,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 4.683730130673989e-11, 'France': 2.7477195844855646e-15, 'Germany': 1.0144793184926033e-05, 'India': 2.0500426500533702e-14, 'Israel': 2.1472526792744376e-13, 'Japan': 0.04504614144483391, 'Russia': 7.603848724551501e-09, 'UAE': 5.21468505543174e-10, 'UK': 1.0460303491535028e-13, 'ULA': 2.2130947299831384e-09, 'USA': 0.9549424957853783, 'SpaceX': 1.2075910110206375e-06}",1,2013,0.731438839875218,True,SpaceX,0.16623529411764681,1,0.2617847856586991,2000,True
India,{'p_5_0': 'SpaceX'},27538169.28834782,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 2.8698311613782953e-05, 'France': 7.301920510550954e-12, 'Germany': 0.0038595754859196, 'India': 0.9116494861704596, 'Israel': 1.4244204723921315e-05, 'Japan': 5.50365659423344e-07, 'Russia': 2.6057755098929255e-11, 'UAE': 2.847759660140273e-06, 'UK': 0.08440147046714738, 'ULA': 6.00301512884006e-11, 'USA': 4.144539371682255e-05, 'SpaceX': 1.681747709471239e-06}",5,2020,0.9313478583198889,True,SpaceX,0.16623529411764681,1,0.06187576721402821,2000,True
China,{'p_6_1': 'SpaceX'},3878854.086985919,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7966318234610918, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 0.042224756611664346, 'France': 6.570109243352162e-09, 'Germany': 7.744047391721455e-10, 'India': 0.2888263203904905, 'Israel': 3.8127197882016427e-06, 'Japan': 9.224574210505946e-05, 'Russia': 0.6357193414230825, 'UAE': 0.033079219941721395, 'UK': 2.1978178529963737e-13, 'ULA': 2.1144260663845617e-11, 'USA': 5.428331912694759e-05, 'SpaceX': 1.2486143128321372e-08}",6,2018,0.49451109376610786,True,SpaceX,0.1533681765389081,1,0.4987125317678092,2000,True
India,{'p_8_0': 'SpaceX'},11538701.94427549,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7966318234610918, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 1.0430766901485513e-09, 'France': 9.904268672585929e-05, 'Germany': 3.5644453488254123e-08, 'India': 0.9035524757689772, 'Israel': 0.011701773678118052, 'Japan': 0.031993474064770724, 'Russia': 2.006928577478988e-11, 'UAE': 0.00218776355728127, 'UK': 0.0002689739713324681, 'ULA': 1.1082156387749837e-10, 'USA': 1.6158620406353506e-09, 'SpaceX': 0.05019645783851123}",8,2016,0.9313478583198889,True,SpaceX,0.1533681765389081,1,0.06187576721402821,2000,True
SpaceX,{'p_11_0': 'SpaceX'},27629421.443700388,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.8122755293487002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 5.47970061333232e-15, 'France': 0.001857253881565376, 'Germany': 7.761338858175604e-10, 'India': 7.48478507799625e-16, 'Israel': 6.246168724635904e-17, 'Japan': 3.4167921850109156e-07, 'Russia': 0.04795642604126527, 'UAE': 7.786716722421556e-15, 'UK': 8.310279108800648e-13, 'ULA': 4.18419729044228e-07, 'USA': 2.3597467743271605e-11, 'SpaceX': 0.9501855591776454}",11,2017,0.9932236255339171,True,SpaceX,0.13772447065129978,1,0.0,2010,False
USA,"{'p_16_0': 'SpaceX', 'p_16_1': 'SpaceX', 'p_16_2': 'SpaceX'}",29676608.468321543,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.8122755293487002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 2.843715824746227e-11, 'France': 1.804480282083613e-13, 'Germany': 0.031720259055586335, 'India': 1.659217060497838e-12, 'Israel': 2.5680820317435253e-09, 'Japan': 4.711572937282375e-11, 'Russia': 9.923603679722415e-09, 'UAE': 1.156803446420263e-12, 'UK': 7.033522786335848e-12, 'ULA': 2.6495506175543535e-12, 'USA': 0.9682713917896202, 'SpaceX': 8.336574875316063e-06}",16,2023,0.731438839875218,True,SpaceX,0.1422699251967544,1,0.2617847856586991,2000,True
ULA,{'p_17_0': 'SpaceX'},18109828.01380616,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.8122755293487002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7808724832214765, 'SpaceX': 0.9545454545454546}","{'China': 9.385754294695221e-08, 'France': 3.7343123822318346e-09, 'Germany': 0.10319868332076744, 'India': 3.735117315908025e-11, 'Israel': 2.718707642415343e-09, 'Japan': 1.9154086035981754e-09, 'Russia': 1.3875550942275061e-10, 'UAE': 2.2097946346273203e-15, 'UK': 1.6722957912084007e-10, 'ULA': 0.8895822050476621, 'USA': 0.007219008986976968, 'SpaceX': 7.528345490161356e-11}",17,2023,0.9168052101074396,True,SpaceX,0.1422699251967544,1,0.07641841542647743,2000,True
Israel,{'p_18_0': 'SpaceX'},12991640.37886159,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.8122755293487002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9545454545454546}","{'China': 4.9804329180736785e-09, 'France': 3.6849405603337456e-06, 'Germany': 0.0002250474503170734, 'India': 1.1793105957947029e-08, 'Israel': 0.9880461038195332, 'Japan': 0.006434081066404472, 'Russia': 0.005230088939481029, 'UAE': 6.0002230049297346e-05, 'UK': 2.0862926907710964e-11, 'ULA': 1.2084178286272265e-09, 'USA': 7.204316212983286e-10, 'SpaceX': 9.728304033364609e-07}",18,2019,0.6339818925326111,True,SpaceX,0.1422699251967544,1,0.359241733001306,2000,True
China,"{'p_20_1': 'SpaceX', 'p_20_0': 'SpaceX'}",25163583.10082646,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.8122755293487002, 'Israel': 0.7647802528597232, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7808724832214765, 'SpaceX': 0.9545454545454546}","{'China': 0.8440305164315053, 'France': 0.0004985899422239259, 'Germany': 3.7180300295818405e-09, 'India': 0.06705922549732916, 'Israel': 0.00013932320885884884, 'Japan': 2.1086851879434592e-08, 'Russia': 0.08176916784107871, 'UAE': 5.035720986445312e-07, 'UK': 3.453813115154591e-05, 'ULA': 0.00041593049689679325, 'USA': 1.8662310403275737e-05, 'SpaceX': 0.006033517763571745}",20,2023,0.49451109376610786,False,SpaceX,0.1422699251967544,1,0.4987125317678092,2000,True
