winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
UAE,"{'p_1_2': 'SpaceX', 'p_1_0': 'SpaceX'}",16147696.080426544,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 5.30328212911518e-08, 'France': 1.177405577757659e-08, 'Germany': 2.1921001993354315e-15, 'India': 0.0054012188814577325, 'Israel': 7.739677144129152e-13, 'Japan': 2.337755354216058e-14, 'Russia': 2.377475315373458e-06, 'UAE': 0.9943940989063617, 'UK': 2.9250308812225878e-08, 'ULA': 2.4876388898004227e-13, 'USA': 2.0960650211424185e-12, 'SpaceX': 0.00020221067653479206}",1,2018,0.4823356528297892,False,SpaceX,0.16623529411764681,1,0.48272088062736374,2000,True
Russia,{'p_6_0': 'SpaceX'},11786562.946496727,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 5.054140971373375e-08, 'France': 5.855914653103873e-05, 'Germany': 1.5486383034888667e-07, 'India': 6.73425064028031e-13, 'Israel': 3.214100246031533e-08, 'Japan': 0.0001440838797276714, 'Russia': 0.9840930925864999, 'UAE': 0.0003638821822621745, 'UK': 3.912609794898081e-06, 'ULA': 6.83627731787934e-11, 'USA': 2.229490324450971e-09, 'SpaceX': 0.015336229750415134}",6,2014,0.41492439259930614,False,SpaceX,0.16623529411764681,1,0.5501321408578468,2000,True
India,{'p_17_0': 'SpaceX'},13645015.506630126,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 1.262432673146773e-08, 'France': 2.709480067053669e-11, 'Germany': 0.44967110002364147, 'India': 0.54995293719098, 'Israel': 0.00037581325714821165, 'Japan': 5.995112499423317e-14, 'Russia': 1.9702621398367706e-11, 'UAE': 1.16917252351079e-13, 'UK': 9.769277335788991e-11, 'ULA': 1.3082134312038578e-07, 'USA': 2.9798727506193833e-09, 'SpaceX': 2.9580206924362327e-09}",17,2025,0.6919859087845235,True,SpaceX,0.16623529411764681,1,0.27307062467262944,2000,True
USA,"{'p_20_1': 'SpaceX', 'p_20_0': 'SpaceX'}",21175332.510713473,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 2.4773744705153245e-12, 'France': 3.5322407278326266e-18, 'Germany': 1.9018751916876724e-14, 'India': 4.515823094429821e-17, 'Israel': 3.85413980269143e-13, 'Japan': 1.8399063681582723e-15, 'Russia': 3.560593363668256e-11, 'UAE': 1.0194105441127666e-13, 'UK': 1.3512126693204208e-08, 'ULA': 7.861529404256197e-05, 'USA': 0.9999213711552281, 'SpaceX': 1.1136144104579767e-14}",20,2022,0.8535242744507566,True,SpaceX,0.16623529411764681,1,0.1115322590063963,2000,True
SpaceX,{'p_22_0': 'SpaceX'},33838113.63075618,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 2.0843822708027066e-14, 'France': 2.3077431959376785e-13, 'Germany': 1.2272778013360312e-07, 'India': 2.619096817857173e-16, 'Israel': 2.1860706949283133e-10, 'Japan': 1.8103136861880349e-12, 'Russia': 2.715786705465889e-08, 'UAE': 0.000160001932674667, 'UK': 0.0013855106111009207, 'ULA': 0.0011010844553520362, 'USA': 1.931821693513687e-10, 'SpaceX': 0.9973532527013738}",22,2023,0.9650565334571529,True,SpaceX,0.16623529411764681,1,0.0,2010,False
France,{'p_23_0': 'SpaceX'},1914301.8012463113,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 4.4415985379097487e-13, 'France': 0.9999999484760991, 'Germany': 2.8914067629271356e-08, 'India': 1.0950775229142949e-08, 'Israel': 1.9165511123043098e-10, 'Japan': 4.960603338578899e-09, 'Russia': 2.950126817089185e-15, 'UAE': 2.813560238576574e-12, 'UK': 7.148347888669733e-10, 'ULA': 3.181016165001083e-10, 'USA': 5.470595809081088e-09, 'SpaceX': 6.6703242976721155e-15}",23,2012,0.8869506542686552,False,SpaceX,0.17078074866310144,1,0.07810587918849776,2000,True
UK,"{'p_25_1': 'SpaceX', 'p_25_0': 'SpaceX'}",4277357.635830493,"{'China': 0.7488157894736842, 'France': 0.6858253588516746, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 1.7817631881992184e-21, 'France': 3.694828001553589e-20, 'Germany': 4.550860528463086e-07, 'India': 3.9574125347285243e-16, 'Israel': 5.132343682825271e-25, 'Japan': 1.1032377401181002e-22, 'Russia': 0.03420851483779231, 'UAE': 1.4421571167813218e-16, 'UK': 0.9657909048035105, 'ULA': 4.2571130830262407e-23, 'USA': 1.9873796135561838e-11, 'SpaceX': 1.2525276982671914e-07}",25,2012,0.8057030781177917,True,SpaceX,0.17078074866310144,1,0.15935345533936118,2000,True
Russia,{'p_29_0': 'SpaceX'},23201353.145489726,"{'China': 0.7488157894736842, 'France': 0.6858253588516746, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6841869398207426, 'UAE': 0.6791245791245791, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 7.945385314377105e-20, 'France': 3.1789062540485664e-18, 'Germany': 4.55661927820399e-09, 'India': 6.376470709563696e-19, 'Israel': 9.794751236365455e-19, 'Japan': 7.765721903525966e-21, 'Russia': 0.9999999954433613, 'UAE': 1.8365018370939786e-14, 'UK': 9.658488278910627e-16, 'ULA': 1.3285183989268522e-19, 'USA': 1.2626560771587805e-17, 'SpaceX': 5.3293882582431974e-21}",29,2016,0.41492439259930614,False,SpaceX,0.17078074866310144,1,0.5501321408578468,2000,True
Germany,"{'p_30_1': 'SpaceX', 'p_30_0': 'SpaceX'}",25092526.17564727,"{'China': 0.7488157894736842, 'France': 0.6858253588516746, 'Germany': 0.7624489795918368, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6271713615023474, 'UAE': 0.6791245791245791, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 9.021196453577655e-17, 'France': 2.236961361010941e-18, 'Germany': 0.8929030380440129, 'India': 1.547814920023286e-06, 'Israel': 3.5638131743885755e-12, 'Japan': 1.1540976056200817e-14, 'Russia': 0.10709313105072196, 'UAE': 2.2829852623562855e-06, 'UK': 1.0119830378361183e-10, 'ULA': 3.045865790102532e-13, 'USA': 1.3538237443564093e-16, 'SpaceX': 4.0771993415284845e-15}",30,2017,0.6810944322595942,True,SpaceX,0.17078074866310144,1,0.2839621011975587,2000,True
China,{'p_32_0': 'SpaceX'},14680472.723792793,"{'China': 0.7488157894736842, 'France': 0.6858253588516746, 'Germany': 0.7840445269016698, 'India': 0.7781438074121002, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.6271713615023474, 'UAE': 0.6791245791245791, 'UK': 0.770694162067964, 'ULA': 0.7837647058823531, 'USA': 0.7609517998779743, 'SpaceX': 0.9545454545454546}","{'China': 0.9917448450170157, 'France': 2.0547961270469909e-19, 'Germany': 4.941273700155264e-13, 'India': 0.0082551137690643, 'Israel': 4.1105202297145876e-08, 'Japan': 2.799144572119663e-13, 'Russia': 8.494143040383704e-11, 'UAE': 2.0451329949102152e-11, 'UK': 1.997090208951581e-15, 'ULA': 1.2215856808969772e-15, 'USA': 2.52954844471614e-12, 'SpaceX': 1.8286627669804883e-14}",32,2021,0.8253161768604781,True,SpaceX,0.17050092764378477,1,0.13974035659667483,2000,True
