winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
SpaceX,"{'p_1_0': 'SpaceX', 'p_1_2': 'SpaceX'}",65148680.40495759,"{'China': 2.41392501178908, 'France': 2.4195171170522376, 'Germany': 2.427558201907232, 'India': 2.4210674104687055, 'Israel': 2.4063675004610907, 'Japan': 2.408988225874114, 'Russia': 2.4177148561182125, 'UAE': 2.4121462593524323, 'UK': 2.4128728005901556, 'ULA': 2.4488739281977487, 'USA': 2.402156202181167, 'SpaceX': 2.6151092223153953}",1,2018,0.9650565334571529,True,SpaceX,0.1662352941176466,1,0.0,2010,False
ULA,{'p_6_0': 'ULA'},43568591.93721302,"{'China': 2.8451099374100943, 'France': 2.850702042673252, 'Germany': 2.858743127528247, 'India': 2.8522523360897205, 'Israel': 2.8375524260821057, 'Japan': 2.840173151495129, 'Russia': 2.848899781739227, 'UAE': 2.8433311849734473, 'UK': 2.8440577262111706, 'ULA': 2.8800588538187633, 'USA': 2.833341127802182, 'SpaceX': 2.4368492619129656}",6,2014,0.9111790938533725,False,SpaceX,0.021315726290516146,11,0.05387743960378044,2000,True
Germany,{'p_17_0': 'Germany'},84487648.80974999,"{'China': 3.1036358345046335, 'France': 3.1092279397677913, 'Germany': 3.117269024622786, 'India': 3.1107782331842593, 'Israel': 3.096078323176645, 'Japan': 3.098699048589668, 'Russia': 3.107425678833766, 'UAE': 3.1018570820679865, 'UK': 3.10258362330571, 'ULA': 2.3776225912993527, 'USA': 3.091867024896721, 'SpaceX': 2.6196546768608497}",17,2025,0.6810944322595942,True,SpaceX,0.0064907914385266,10,0.2839621011975587,2000,True
India,"{'p_20_0': 'India', 'p_20_1': 'India'}",135180845.16101554,"{'China': 3.2860882718327233, 'France': 3.291680377095881, 'Germany': 2.5781671048957713, 'India': 3.293230670512349, 'Israel': 3.2785307605047347, 'Japan': 3.281151485917758, 'Russia': 3.289878116161856, 'UAE': 3.2843095193960763, 'UK': 3.2850360606337996, 'ULA': 2.506635946978059, 'USA': 3.2743194622248106, 'SpaceX': 2.7486680325395563}",20,2022,0.6919859087845235,True,SpaceX,0.0015502934164679516,9,0.27307062467262944,2000,True
France,{'p_22_0': 'France'},88052454.00774458,"{'China': 3.425948187565385, 'France': 3.431540292828543, 'Germany': 2.677062999726515, 'India': 2.6711622802369455, 'Israel': 3.4183906762373963, 'Japan': 3.4210114016504196, 'Russia': 3.4297380318945176, 'UAE': 3.424169435128738, 'UK': 3.4248959763664613, 'ULA': 2.6055318418088027, 'USA': 3.4141793779574723, 'SpaceX': 2.8475639273702997}",22,2023,0.8869506542686552,True,SpaceX,0.001802260934025135,8,0.07810587918849776,2000,True
Russia,{'p_23_0': 'Russia'},12386846.028137175,"{'China': 3.538733457832601, 'France': 2.749504152009517, 'Germany': 2.7568142291504207, 'India': 2.7509135096608515, 'Israel': 3.531175946504612, 'Japan': 3.5337966719176355, 'Russia': 3.5425233021617335, 'UAE': 3.536954705395954, 'UK': 3.537681246633677, 'ULA': 2.6852830712327087, 'USA': 3.5269646482246886, 'SpaceX': 2.9273151567942057}",23,2012,0.41492439259930614,False,SpaceX,0.0037898443291326522,7,0.5501321408578468,2000,True
China,"{'p_25_1': 'China', 'p_25_0': 'China'}",25684924.179628994,"{'China': 3.63286956267545, 'France': 2.816068430098383, 'Germany': 2.823378507239288, 'India': 2.817477787749718, 'Israel': 3.6253120513474615, 'Japan': 3.6279327767604848, 'Russia': 2.7235209201583603, 'UAE': 3.631090810238803, 'UK': 3.6318173514765264, 'ULA': 2.751847349321575, 'USA': 3.6211007530675374, 'SpaceX': 2.9938794348830724}",25,2012,0.8253161768604781,True,SpaceX,0.001052211198923736,6,0.13974035659667483,2000,True
UK,{'p_29_0': 'UK'},31348916.540750265,"{'China': 2.8679448656397595, 'France': 2.873028597697176, 'Germany': 2.8803386748380797, 'India': 2.8744379553485104, 'Israel': 3.705865892880718, 'Japan': 3.7084866182937413, 'Russia': 2.7804810877571526, 'UAE': 3.7116446517720596, 'UK': 3.712371193009783, 'ULA': 2.8088075169203677, 'USA': 3.701654594600794, 'SpaceX': 3.0508396024818647}",29,2016,0.8057030781177917,True,SpaceX,0.0007265412377233105,5,0.15935345533936118,2000,True
UAE,"{'p_30_1': 'UAE', 'p_30_0': 'UAE'}",123736928.18550913,"{'China': 2.9176167439926965, 'France': 2.922700476050113, 'Germany': 2.9300105531910168, 'India': 2.9241098337014475, 'Israel': 3.7761125369159885, 'Japan': 3.7787332623290117, 'Russia': 2.8301529661100897, 'UAE': 3.78189129580733, 'UK': 2.9166601883573113, 'ULA': 2.8584793952733047, 'USA': 3.7719012386360644, 'SpaceX': 3.1005114808348018}",30,2017,0.4823356528297892,True,SpaceX,0.003158033478318334,4,0.48272088062736374,2000,True
Japan,{'p_32_0': 'Japan'},87154742.70551175,"{'China': 2.9615800648734223, 'France': 2.9666637969308383, 'Germany': 2.973973874071743, 'India': 2.9680731545821732, 'Israel': 3.8382860615524708, 'Japan': 3.840906786965494, 'Russia': 2.8741162869908154, 'UAE': 2.959963017203743, 'UK': 2.960623509238037, 'ULA': 2.90244271615403, 'USA': 3.8340747632725467, 'SpaceX': 3.1444748017155275}",32,2021,0.7766556452926102,True,SpaceX,0.0026207254130232727,3,0.1884008881645427,2000,True
