winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
SpaceX,{'p_0_0': 'SpaceX'},31327925.65584095,"{'China': 0.49451109376610786, 'France': 0.7312771666401332, 'Germany': 0.6102560647312553, 'India': 0.9313478583198889, 'Israel': 0.6339818925326111, 'Japan': 0.6589099366384155, 'Russia': 0.8483164755742573, 'UAE': 0.8451562945625756, 'UK': 0.6107241598084256, 'ULA': 0.9168052101074396, 'USA': 0.731438839875218, 'SpaceX': 0.9932236255339171}",0,2022,0.9932236255339171,True,SpaceX,0.06187576721402821,1,0.0,2010,False
SpaceX,{'p_1_0': 'SpaceX'},3052063.736784896,"{'China': 0.4884248441110981, 'France': 0.864287461281478, 'Germany': 0.915103999659058, 'India': 0.6376347912296867, 'Israel': 0.822201301239112, 'Japan': 0.7910594750337929, 'Russia': 0.9444510006380653, 'UAE': 0.8418405106588425, 'UK': 0.7718585986074323, 'ULA': 0.9289130065035022, 'USA': 0.8875360911436772, 'SpaceX': 0.9692143331728882}",1,2013,0.9932236255339171,True,SpaceX,0.02476333253482288,3,0.0,2010,False
China,{'p_5_0': 'China'},27638485.937034514,"{'China': 0.9180428705593969, 'France': 0.8381999935409041, 'Germany': 0.6735355474530791, 'India': 0.7654672147703773, 'Israel': 0.8164674053621621, 'Japan': 0.6104677697342519, 'Russia': 0.9109132723954428, 'UAE': 0.4704773020482758, 'UK': 0.6380683611351291, 'ULA': 0.6392528877318966, 'USA': 0.9049381305434202, 'SpaceX': 0.8037407307398148}",5,2020,0.49451109376610786,True,SpaceX,0.007129598163954087,3,0.4987125317678092,2000,True
USA,{'p_6_1': 'USA'},2928051.7482241197,"{'China': 0.8397265130660952, 'France': 0.7142127972577501, 'Germany': 0.7357534212201613, 'India': 0.7657661671665784, 'Israel': 0.8473091019699586, 'Japan': 0.6075816524591183, 'Russia': 0.24278897001609434, 'UAE': 0.556776186458258, 'UK': 0.6412749263482291, 'ULA': 0.6905143705480219, 'USA': 0.989059395590716, 'SpaceX': 0.9003833763266993}",6,2018,0.731438839875218,True,SpaceX,0.08867601926401669,1,0.2617847856586991,2000,True
SpaceX,{'p_8_0': 'SpaceX'},15496044.38035954,"{'China': 0.7296495281991532, 'France': 0.5451087136711521, 'Germany': 0.8947974722285715, 'India': 0.7431764887124384, 'Israel': 0.8906094439069702, 'Japan': 0.8271303050952644, 'Russia': 0.695277116281593, 'UAE': 0.5886967054351496, 'UK': 0.9092119455527258, 'ULA': 0.8096195781942425, 'USA': 0.8993145096756565, 'SpaceX': 0.9981598535479572}",8,2016,0.9932236255339171,True,SpaceX,0.08894790799523145,1,0.0,2010,False
USA,{'p_11_0': 'USA'},31447524.804395538,"{'China': 0.7218485136979478, 'France': 0.6296813857579584, 'Germany': 0.6671159175400833, 'India': 0.7502398012553464, 'Israel': 0.593589932557175, 'Japan': 0.6797220735964868, 'Russia': 0.6199459327464829, 'UAE': 0.6964915867303638, 'UK': 0.47418230057287225, 'ULA': 0.8120297413620008, 'USA': 0.8434389736822951, 'SpaceX': 0.7467171725276941}",11,2017,0.731438839875218,False,SpaceX,0.031409232320294356,2,0.2617847856586991,2000,True
SpaceX,"{'p_16_2': 'SpaceX', 'p_16_1': 'SpaceX', 'p_16_0': 'SpaceX'}",29821991.859010793,"{'China': 0.5419574626655199, 'France': 0.8654972515143956, 'Germany': 0.6858461412954875, 'India': 0.5742319227588935, 'Israel': 0.8847377514739976, 'Japan': 0.6240914577369131, 'Russia': 0.8700966118641014, 'UAE': 0.8256527690655426, 'UK': 0.6199071489405852, 'ULA': 0.7499547179493009, 'USA': 0.6437394477761516, 'SpaceX': 0.9730733878669564}",16,2023,0.9932236255339171,True,SpaceX,0.08833563639295883,1,0.0,2010,False
SpaceX,{'p_17_0': 'SpaceX'},24101928.061018467,"{'China': 0.8724121440084032, 'France': 0.5880282171195567, 'Germany': 0.5994286508261149, 'India': 0.865738625710075, 'Israel': 0.8408059647059879, 'Japan': 0.8386287013299389, 'Russia': 0.8129647796073278, 'UAE': 0.9014828719288618, 'UK': 0.4204763346862153, 'ULA': 0.8291233036359069, 'USA': 0.5216205278697289, 'SpaceX': 0.993702262123715}",17,2023,0.9932236255339171,True,SpaceX,0.09221939019485326,1,0.0,2010,False
SpaceX,{'p_18_0': 'SpaceX'},16607725.091263663,"{'China': 0.9652714668612712, 'France': 0.6225348436816194, 'Germany': 0.786029904698639, 'India': 0.5756360669803574, 'Israel': 0.8589185399808112, 'Japan': 0.7399494865967429, 'Russia': 0.8921352756162961, 'UAE': 0.7210086973971739, 'UK': 0.8975757651002204, 'ULA': 0.7582319401474142, 'USA': 0.44693795805702125, 'SpaceX': 0.9968430651470688}",18,2019,0.9932236255339171,True,SpaceX,0.031571598285797586,2,0.0,2010,False
SpaceX,"{'p_20_1': 'SpaceX', 'p_20_0': 'SpaceX'}",31686682.19901834,"{'China': 0.7432871927096598, 'France': 0.7736982785743947, 'Germany': 0.8820412841730265, 'India': 0.7892065806383243, 'Israel': 0.7995737571909274, 'Japan': 0.6660945177001142, 'Russia': 0.9264260727135677, 'UAE': 0.8264544450612784, 'UK': 0.8317578309806064, 'ULA': 0.6840212773526018, 'USA': 0.5574858396849731, 'SpaceX': 0.9954121537342501}",20,2023,0.9932236255339171,True,SpaceX,0.06898608102068238,1,0.0,2010,False
SpaceX,"{'p_24_0': 'SpaceX', 'p_24_3': 'SpaceX', 'p_24_1': 'SpaceX', 'p_24_2': 'SpaceX'}",31229954.7432588,"{'China': 0.8274363143052063, 'France': 0.7159641705160139, 'Germany': 0.885708321389111, 'India': 0.6513523481377518, 'Israel': 0.6828822301024507, 'Japan': 0.7176371687994306, 'Russia': 0.7912494434012121, 'UAE': 0.7318046335001271, 'UK': 0.7364897264907058, 'ULA': 0.7971510884049677, 'USA': 0.6645323630132137, 'SpaceX': 0.9371495002540539}",24,2013,0.9932236255339171,True,SpaceX,0.051441178864942816,1,0.0,2010,False
SpaceX,{'p_25_0': 'SpaceX'},3131934.324460798,"{'China': 0.6810619743025619, 'France': 0.617010072056171, 'Germany': 0.8154778542559642, 'India': 0.6974602638633478, 'Israel': 0.8584123133450877, 'Japan': 0.8661588190825701, 'Russia': 0.6079323429841132, 'UAE': 0.2928346957483329, 'UK': 0.8076978212053552, 'ULA': 0.8939997185381302, 'USA': 0.6340904368361473, 'SpaceX': 0.9818980037695741}",25,2020,0.9932236255339171,True,SpaceX,0.08789828523144394,1,0.0,2010,False
ULA,"{'p_27_1': 'ULA', 'p_27_0': 'ULA'}",19117824.019439373,"{'China': 0.9766225624107863, 'France': 0.7028790319336127, 'Germany': 0.9213861329588072, 'India': 0.7312307632790037, 'Israel': 0.794186170760056, 'Japan': 0.5042523970243068, 'Russia': 0.9438128810557496, 'UAE': 0.8546079743303884, 'UK': 0.8537568324122269, 'ULA': 0.9817542517547458, 'USA': 0.6590265421705481, 'SpaceX': 0.9700162710753525}",27,2016,0.9168052101074396,True,SpaceX,0.005131689343959578,4,0.07641841542647743,2000,True
