winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
SpaceX,{'p_1_0': 'SpaceX'},6.212121075205474e+18,"{'China': 2.41392501178908, 'France': 2.4195171170522376, 'Germany': 2.427558201907232, 'India': 2.4210674104687055, 'Israel': 2.4063675004610907, 'Japan': 2.408988225874114, 'Russia': 2.4177148561182125, 'UAE': 2.4121462593524323, 'UK': 2.4128728005901556, 'ULA': 2.4488739281977487, 'USA': 2.402156202181167, 'SpaceX': 2.6151092223153953}",1,2019,0.9854639885476522,True,SpaceX,0.1662352941176466,1,0.0,2010,False
ULA,{'p_3_0': 'ULA'},3.1326255038478643e+18,"{'China': 2.8451099374100943, 'France': 2.850702042673252, 'Germany': 2.858743127528247, 'India': 2.8522523360897205, 'Israel': 2.8375524260821057, 'Japan': 2.840173151495129, 'Russia': 2.848899781739227, 'UAE': 2.8433311849734473, 'UK': 2.8440577262111706, 'ULA': 2.8800588538187633, 'USA': 2.833341127802182, 'SpaceX': 2.4368492619129656}",3,2021,0.9712378497734775,True,SpaceX,0.021315726290516146,11,0.014226138774174668,2000,True
Germany,{'p_4_0': 'Germany'},8985845222402.8,"{'China': 3.1036358345046335, 'France': 3.1092279397677913, 'Germany': 3.117269024622786, 'India': 3.1107782331842593, 'Israel': 3.096078323176645, 'Japan': 3.098699048589668, 'Russia': 3.107425678833766, 'UAE': 3.1018570820679865, 'UK': 3.10258362330571, 'ULA': 2.4685316822084435, 'USA': 3.091867024896721, 'SpaceX': 2.6196546768608497}",4,2012,0.7181235780851457,True,SpaceX,0.0064907914385266,10,0.26734041046250645,2000,True
India,{'p_7_0': 'India'},8.206258827005786e+18,"{'China': 3.2860882718327233, 'France': 3.291680377095881, 'Germany': 2.5781671048957713, 'India': 3.293230670512349, 'Israel': 3.2785307605047347, 'Japan': 3.281151485917758, 'Russia': 3.289878116161856, 'UAE': 3.2843095193960763, 'UK': 3.2850360606337996, 'ULA': 2.5975450378871496, 'USA': 3.2743194622248106, 'SpaceX': 2.7486680325395563}",7,2020,0.85145063362918,True,SpaceX,0.0015502934164679516,9,0.1340133549184721,2000,True
France,{'p_13_0': 'France'},9.888711044175282e+18,"{'China': 3.425948187565385, 'France': 3.431540292828543, 'Germany': 2.677062999726515, 'India': 2.6711622802369455, 'Israel': 3.4183906762373963, 'Japan': 3.4210114016504196, 'Russia': 3.4297380318945176, 'UAE': 3.424169435128738, 'UK': 3.4248959763664613, 'ULA': 2.6964409327178935, 'USA': 3.4141793779574723, 'SpaceX': 2.8475639273702997}",13,2023,0.6948168424215722,True,SpaceX,0.001802260934025135,8,0.29064714612608,2000,True
Russia,{'p_19_0': 'Russia'},8381334248306.681,"{'China': 3.538733457832601, 'France': 2.749504152009517, 'Germany': 2.7568142291504207, 'India': 2.7509135096608515, 'Israel': 3.531175946504612, 'Japan': 3.5337966719176355, 'Russia': 3.5425233021617335, 'UAE': 3.536954705395954, 'UK': 3.537681246633677, 'ULA': 2.7761921621417995, 'USA': 3.5269646482246886, 'SpaceX': 2.9273151567942057}",19,2012,0.9648562412942798,True,SpaceX,0.0037898443291326522,7,0.020607747253372333,2000,True
China,{'p_23_1': 'China'},7.562149546507194e+18,"{'China': 3.63286956267545, 'France': 2.816068430098383, 'Germany': 2.823378507239288, 'India': 2.817477787749718, 'Israel': 3.6253120513474615, 'Japan': 3.6279327767604848, 'Russia': 2.8144300110674516, 'UAE': 3.631090810238803, 'UK': 3.6318173514765264, 'ULA': 2.842756440230666, 'USA': 3.6211007530675374, 'SpaceX': 2.9938794348830724}",23,2021,0.7155727441254911,False,SpaceX,0.001052211198923736,6,0.26989124442216106,2000,True
UK,{'p_25_0': 'UK'},1.4021690757820186e+18,"{'China': 2.7770357747306686, 'France': 2.873028597697176, 'Germany': 2.8803386748380797, 'India': 2.8744379553485104, 'Israel': 3.705865892880718, 'Japan': 3.7084866182937413, 'Russia': 2.8713901786662435, 'UAE': 3.7116446517720596, 'UK': 3.712371193009783, 'ULA': 2.8997166078294585, 'USA': 3.701654594600794, 'SpaceX': 3.0508396024818647}",25,2020,0.8740152822174178,True,SpaceX,0.0007265412377233105,5,0.1114487063302344,2000,True
UAE,"{'p_27_2': 'UAE', 'p_27_0': 'UAE', 'p_27_3': 'UAE'}",1.5787248274563363e+19,"{'China': 2.8267076530836057, 'France': 2.922700476050113, 'Germany': 2.9300105531910168, 'India': 2.9241098337014475, 'Israel': 3.7761125369159885, 'Japan': 3.7787332623290117, 'Russia': 2.9210620570191805, 'UAE': 3.78189129580733, 'UK': 2.9166601883573113, 'ULA': 2.9493884861823956, 'USA': 3.7719012386360644, 'SpaceX': 3.1005114808348018}",27,2015,0.8170985992363786,True,SpaceX,0.003158033478318334,4,0.16836538931127354,2000,True
Japan,"{'p_28_1': 'Japan', 'p_28_0': 'Japan'}",7.062562418057329e+18,"{'China': 2.8706709739643315, 'France': 2.9666637969308383, 'Germany': 2.973973874071743, 'India': 2.9680731545821732, 'Israel': 3.8382860615524708, 'Japan': 3.840906786965494, 'Russia': 2.9650253778999067, 'UAE': 2.959963017203743, 'UK': 2.960623509238037, 'ULA': 2.9933518070631213, 'USA': 3.8340747632725467, 'SpaceX': 3.1444748017155275}",28,2015,0.9048400513697621,True,SpaceX,0.0026207254130232727,3,0.08062393717789007,2000,True
Israel,{'p_31_0': 'Israel'},8.706810656418992e+18,"{'China': 2.910049434068974, 'France': 3.006042257035481, 'Germany': 3.0133523341763855, 'India': 3.0074516146868158, 'Israel': 3.8939756138978243, 'Japan': 2.9964705377826415, 'Russia': 3.0044038380045492, 'UAE': 2.9993414773083855, 'UK': 3.0000019693426796, 'ULA': 3.032730267167764, 'USA': 3.8897643156179003, 'SpaceX': 3.18385326182017}",31,2020,0.7913958229561631,True,SpaceX,0.004211298279924058,2,0.1940681655914891,2000,True
USA,{},0.0,"{'China': 2.945669598038173, 'France': 3.0416624210046797, 'Germany': 3.0489724981455844, 'India': 3.0430717786560146, 'Israel': 3.0297082241036373, 'Japan': 3.0320907017518404, 'Russia': 3.040024001973748, 'UAE': 3.0349616412775844, 'UK': 3.0356221333118785, 'ULA': 3.0683504311369627, 'USA': 3.9401388345970947, 'SpaceX': 3.219473425789369}",34,2025,0.9543956361902969,True,SpaceX,0.7206654088077258,1,0.031068352357355278,2000,True
SpaceX,"{'p_36_1': 'SpaceX', 'p_36_0': 'SpaceX', 'p_36_2': 'SpaceX'}",33569117319732.348,"{'China': 2.978156404153914, 'France': 3.0741492271204214, 'Germany': 3.081459304261325, 'India': 3.075558584771756, 'Israel': 3.062195030219379, 'Japan': 3.0645775078675817, 'Russia': 3.072510808089489, 'UAE': 3.0674484473933257, 'UK': 3.0681089394276198, 'ULA': 3.100837237252704, 'USA': 3.05836657723763, 'SpaceX': 3.25196023190511}",36,2013,0.9854639885476522,True,SpaceX,0.1511229946524062,2,0.0,2010,False
ULA,{'p_41_0': 'ULA'},6.624410255333513e+18,"{'China': 3.007993311121594, 'France': 3.1039861340881014, 'Germany': 3.1112962112290052, 'India': 3.105395491739436, 'Israel': 3.092031937187059, 'Japan': 3.0944144148352617, 'Russia': 3.102347715057169, 'UAE': 3.0972853543610057, 'UK': 3.0979458463953, 'ULA': 3.130674144220384, 'USA': 3.08820348420531, 'SpaceX': 2.8585263765448943}",41,2016,0.9712378497734775,True,SpaceX,0.0193779329913788,11,0.014226138774174668,2000,True
Germany,"{'p_42_4': 'Germany', 'p_42_5': 'Germany', 'p_42_1': 'Germany'}",1.319406796980985e+19,"{'China': 3.035561671825208, 'France': 3.1315544947917147, 'Germany': 3.1388645719326194, 'India': 3.1329638524430496, 'Israel': 3.1196002978906723, 'Japan': 3.1219827755388754, 'Russia': 3.129916075760783, 'UAE': 3.1248537150646194, 'UK': 3.1255142070989135, 'ULA': 2.7425064370364716, 'USA': 3.115771844908924, 'SpaceX': 2.881035848801177}",42,2016,0.7181235780851457,True,SpaceX,0.005900719489569717,10,0.26734041046250645,2000,True
India,"{'p_43_0': 'India', 'p_43_1': 'India', 'p_43_2': 'India'}",1.3170935932299459e+19,"{'China': 3.0611673635296923, 'France': 3.157160186496199, 'Germany': 2.7456502915233756, 'India': 3.158569544147534, 'Israel': 3.1452059895951567, 'Japan': 3.14758846724336, 'Russia': 3.1555217674652676, 'UAE': 3.150459406769104, 'UK': 3.151119898803398, 'ULA': 2.7634133967654724, 'USA': 3.1413775366134082, 'SpaceX': 2.9019428085301784}",43,2016,0.85145063362918,True,SpaceX,0.001409357651334986,9,0.1340133549184721,2000,True
France,{'p_45_0': 'France'},5.068018429052467e+18,"{'China': 3.0850593087556772, 'France': 3.1810521317221845, 'Germany': 2.765157983112105, 'India': 2.759748990246666, 'Israel': 3.169097934821142, 'Japan': 3.1714804124693448, 'Russia': 3.179413712691252, 'UAE': 3.1743513519950888, 'UK': 3.175011844029383, 'ULA': 2.7829210883542017, 'USA': 3.165269481839393, 'SpaceX': 2.9214505001189073}",45,2020,0.6948168424215722,True,SpaceX,0.0016384190309324254,8,0.29064714612608,2000,True
Russia,{'p_53_0': 'Russia'},4.0753811567097057e+18,"{'China': 3.1074426710790464, 'France': 2.7767330178729734, 'Germany': 2.7834339219188022, 'India': 2.7780249290533634, 'Israel': 3.1914812971445112, 'Japan': 3.193863774792714, 'Russia': 3.201797075014621, 'UAE': 3.196734714318458, 'UK': 3.197395206352752, 'ULA': 2.8011970271608995, 'USA': 3.1876528441627623, 'SpaceX': 2.939726438925605}",53,2015,0.9648562412942798,True,SpaceX,0.0044018686618692016,7,0.020607747253372333,2000,True
