winner,allocation,payment,scores,probabilities,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
ULA,"{'p_5_1': 'SpaceX', 'p_5_0': 'SpaceX'}",5144873.545355344,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.7837647058823531, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 5.6986437414044185e-15, 'France': 3.607312241714991e-21, 'Germany': 2.8088860847412126e-08, 'India': 4.1325151909736676e-21, 'Israel': 3.5736435882404153e-12, 'Japan': 7.630737260573795e-14, 'Russia': 7.522586352575876e-19, 'UAE': 1.2346700581148082e-13, 'UK': 1.9452006124073384e-15, 'ULA': 0.9999999719073378, 'USA': 6.275341719144773e-18, 'SpaceX': 2.0237518042048365e-14}",5,2012,0.9611396540773056,True,SpaceX,0.16623529411764681,1,0.0007648275207580157,2000,True
India,{'p_6_1': 'SpaceX'},25072581.106743943,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.7559581881533102, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 4.3010666034476764e-11, 'France': 9.818509026394981e-05, 'Germany': 6.210249966927143e-07, 'India': 0.9901095605479171, 'Israel': 2.433779667164587e-06, 'Japan': 0.009018042231791064, 'Russia': 0.0005372573339589487, 'UAE': 1.3031092024164673e-10, 'UK': 0.0002335354245401058, 'ULA': 3.6439334672089387e-07, 'USA': 3.38229274303453e-15, 'SpaceX': 1.9310974191855467e-13}",6,2023,0.7853510128731043,False,SpaceX,0.14657754010695168,1,0.17655346872495936,2000,True
USA,{'p_11_0': 'SpaceX'},15490163.735334009,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7370469798657717, 'SpaceX': 0.95}","{'China': 1.5783978145000687e-13, 'France': 1.0737864313172184e-09, 'Germany': 5.499309824843264e-07, 'India': 2.5207275048269887e-20, 'Israel': 2.9760409870898423e-13, 'Japan': 1.5454401359036434e-05, 'Russia': 1.7102545185972334e-14, 'UAE': 2.2309390008769523e-16, 'UK': 2.1673012445295268e-14, 'ULA': 2.429355160322443e-18, 'USA': 0.9999839945916945, 'SpaceX': 1.6830960988025518e-12}",11,2016,0.8388037446163534,True,SpaceX,0.14657754010695168,1,0.1231007369817102,2000,True
China,{'p_16_1': 'SpaceX'},29997219.00871777,"{'China': 0.7488157894736842, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 0.9998087621247586, 'France': 1.0066377728940001e-12, 'Germany': 2.114500227150338e-15, 'India': 1.919717154339112e-12, 'Israel': 1.8424493351400714e-07, 'Japan': 2.735136253310384e-15, 'Russia': 3.775682004239431e-11, 'UAE': 3.431676866912273e-11, 'UK': 4.228014535083707e-14, 'ULA': 0.0001910535529900369, 'USA': 6.3551029816824625e-15, 'SpaceX': 2.2644425284164117e-12}",16,2015,0.7502080652284714,True,SpaceX,0.14657754010695168,1,0.21169641636959224,2000,True
ULA,"{'p_19_1': 'SpaceX', 'p_19_2': 'SpaceX'}",32538438.728813324,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8034224598930483, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 1.2793638979533422e-15, 'France': 1.627227540618864e-24, 'Germany': 1.1869146994615698e-15, 'India': 5.2557249497139625e-12, 'Israel': 2.464104326832567e-25, 'Japan': 2.0326033441646992e-25, 'Russia': 1.2505505897535342e-25, 'UAE': 1.6850833337868504e-20, 'UK': 1.6831222836193298e-17, 'ULA': 0.9999999999947419, 'USA': 1.5065597013671723e-22, 'SpaceX': 1.2958150971184401e-22}",19,2019,0.9611396540773056,True,SpaceX,0.14657754010695168,1,0.0007648275207580157,2000,True
USA,{'p_21_0': 'SpaceX'},26897928.225049343,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.7609517998779743, 'SpaceX': 0.95}","{'China': 6.171751445490834e-12, 'France': 1.1773298668434278e-10, 'Germany': 7.330102570480625e-17, 'India': 3.078326340336329e-19, 'Israel': 4.499859466792983e-22, 'Japan': 5.547281360867603e-09, 'Russia': 5.296378063919778e-15, 'UAE': 2.287573937016132e-20, 'UK': 3.0718461531846526e-14, 'ULA': 5.053076097147302e-16, 'USA': 0.9999999943287771, 'SpaceX': 1.886595853966881e-16}",21,2019,0.8388037446163534,False,SpaceX,0.13019607843137238,1,0.1231007369817102,2000,True
UAE,"{'p_25_0': 'SpaceX', 'p_25_1': 'SpaceX'}",24591182.671577405,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.747037037037037, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6975391498881431, 'SpaceX': 0.95}","{'China': 6.0495403637922485e-15, 'France': 6.116139428188084e-16, 'Germany': 7.031510305506196e-13, 'India': 2.265254848319841e-07, 'Israel': 2.7257932842210406e-14, 'Japan': 2.1733272581697064e-06, 'Russia': 4.315335303163675e-15, 'UAE': 0.9999209729922894, 'UK': 4.97828576351666e-15, 'ULA': 7.647170589622521e-05, 'USA': 1.4983730558280755e-09, 'SpaceX': 1.53949951982263e-07}",25,2025,0.7927079437618537,True,SpaceX,0.13019607843137238,1,0.16919653783620991,2000,True
Germany,{'p_27_0': 'SpaceX'},37260562.79537396,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7624489795918368, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6975391498881431, 'SpaceX': 0.95}","{'China': 5.84811411483246e-16, 'France': 3.9892960195048343e-20, 'Germany': 0.9999999999998752, 'India': 3.1846977625796575e-18, 'Israel': 1.5674300904654128e-20, 'Japan': 1.2416647752031787e-13, 'Russia': 4.076774692404127e-23, 'UAE': 7.896910898105732e-20, 'UK': 3.081434261183851e-24, 'ULA': 4.5452833365556855e-23, 'USA': 7.38822913063702e-21, 'SpaceX': 2.671379747844872e-25}",27,2025,0.7997749838642382,True,SpaceX,0.13019607843137238,1,0.16212949773382546,2000,True
UAE,{'p_29_0': 'SpaceX'},3822585.750896151,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.7700336700336702, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6975391498881431, 'SpaceX': 0.95}","{'China': 3.998954103399697e-14, 'France': 3.308210138227846e-08, 'Germany': 8.249082532744389e-11, 'India': 1.1145126309304952e-05, 'Israel': 1.6904819816959726e-19, 'Japan': 1.7262333338928079e-06, 'Russia': 1.0004216382571627e-06, 'UAE': 0.9843991858908241, 'UK': 9.136153018120421e-07, 'ULA': 2.7133276981130665e-13, 'USA': 5.081600195447174e-13, 'SpaceX': 0.015585995547180912}",29,2012,0.7927079437618537,True,SpaceX,0.13019607843137238,1,0.16919653783620991,2000,True
ULA,{'p_32_0': 'SpaceX'},16218415.195488237,"{'China': 0.7716507177033493, 'France': 0.7544078947368421, 'Germany': 0.7840445269016698, 'India': 0.6872347165030093, 'Israel': 0.7412582781456954, 'Japan': 0.7438790035587188, 'Russia': 0.752605633802817, 'UAE': 0.7891975308641976, 'UK': 0.7477635782747604, 'ULA': 0.8198039215686276, 'USA': 0.6975391498881431, 'SpaceX': 0.95}","{'China': 1.1738775165897313e-07, 'France': 9.565092119280808e-11, 'Germany': 4.5085620210246815e-08, 'India': 4.1414314523567635e-10, 'Israel': 4.854160980560238e-13, 'Japan': 1.5711315812038176e-11, 'Russia': 6.158069555478201e-07, 'UAE': 5.96553984824295e-08, 'UK': 5.345304554522183e-07, 'ULA': 0.9995408551389534, 'USA': 0.0003614545054771328, 'SpaceX': 9.631736339735043e-05}",32,2020,0.9611396540773056,True,SpaceX,0.13019607843137238,1,0.0007648275207580157,2000,True
