winner,allocation,payment,scores,auction_id,context_year,true_winner_quality,outcome_success,oracle_winner,gap_top2,n_close,regret,winner_first_year,winner_is_incumbent
SpaceX,{'p_3_0': 'SpaceX'},19094206.474741776,"{'China': 0.8317777741128782, 'France': 0.9483406599538453, 'Germany': 0.6856384902751999, 'India': 0.8763496817635524, 'Israel': 0.6774105374405376, 'Japan': 0.6951425757175332, 'Russia': 0.511816849512957, 'UAE': 0.8523393418488259, 'UK': 0.8076597222440114, 'ULA': 0.722306729804949, 'USA': 0.8221923240091665, 'SpaceX': 0.9988689665675068}",3,2014,0.9988689665675068,True,SpaceX,0.05052830661366148,1,0.0,2010,False
SpaceX,"{'p_4_1': 'SpaceX', 'p_4_2': 'SpaceX'}",31020897.207063917,"{'China': 0.8027108535430046, 'France': 0.8297870760646439, 'Germany': 0.7127035688887978, 'India': 0.7861088943532499, 'Israel': 0.45587761963285894, 'Japan': 0.5010447212768083, 'Russia': 0.8205614328755159, 'UAE': 0.8727773281766256, 'UK': 0.783068318571244, 'ULA': 0.8998570568139451, 'USA': 0.882711786162364, 'SpaceX': 0.996410730904699}",4,2019,0.9988689665675068,True,SpaceX,0.09655367409075388,1,0.0,2010,False
SpaceX,"{'p_5_1': 'SpaceX', 'p_5_0': 'SpaceX'}",25484611.822074447,"{'China': 0.6712821467231787, 'France': 0.7814763284377847, 'Germany': 0.7391437704776925, 'India': 0.6052925407672551, 'Israel': 0.6670251319398849, 'Japan': 0.38042533993835886, 'Russia': 0.6885811991344594, 'UAE': 0.7995415693856973, 'UK': 0.725493427766322, 'ULA': 0.5972986194786448, 'USA': 0.6679081462164451, 'SpaceX': 0.9929151686831553}",5,2024,0.9988689665675068,True,SpaceX,0.193373599297458,1,0.0,2010,False
SpaceX,{'p_9_0': 'SpaceX'},4251463.723127188,"{'China': 0.8859714882544242, 'France': 0.7865291644933814, 'Germany': 0.8199070166653663, 'India': 0.834960147450069, 'Israel': 0.7858700083773809, 'Japan': 0.6194864370438682, 'Russia': 0.8061058998399989, 'UAE': 0.8109156155235093, 'UK': 0.6406764967614929, 'ULA': 0.6950958670083578, 'USA': 0.6277504330911104, 'SpaceX': 0.9622594815280194}",9,2013,0.9988689665675068,True,SpaceX,0.07628799327359526,1,0.0,2010,False
UK,"{'p_12_0': 'UK', 'p_12_1': 'UK'}",4786658.88974784,"{'China': 0.908083270934227, 'France': 0.5269305847361435, 'Germany': 0.7878707838448213, 'India': 0.6560800999032208, 'Israel': 0.6704847286353798, 'Japan': 0.7746744748666939, 'Russia': 0.7956706819293928, 'UAE': 0.771176609969788, 'UK': 0.9648469185083712, 'ULA': 0.730232668783079, 'USA': 0.6144154255156661, 'SpaceX': 0.9382016872845675}",12,2012,0.8076597222440114,True,SpaceX,0.02664523122380369,2,0.1912092443234954,2000,True
SpaceX,{'p_14_0': 'SpaceX'},39597851.11106241,"{'China': 0.792878896401513, 'France': 0.869444215315846, 'Germany': 0.8736139395206712, 'India': 0.8331293710738434, 'Israel': 0.8921092210846838, 'Japan': 0.8601447372389562, 'Russia': 0.7191339063362199, 'UAE': 0.7145350577965639, 'UK': 0.6260406406527221, 'ULA': 0.531480403454715, 'USA': 0.5915021619619085, 'SpaceX': 0.9146498471882617}",14,2023,0.9988689665675068,True,SpaceX,0.022540626103577877,4,0.0,2010,False
SpaceX,{'p_16_0': 'SpaceX'},3504508.7059685844,"{'China': 0.776895552449142, 'France': 0.844342900019548, 'Germany': 0.7706033496450002, 'India': 0.8734968524692424, 'Israel': 0.9368051013309827, 'Japan': 0.7104807412849946, 'Russia': 0.9071472086148767, 'UAE': 0.7582607925561284, 'UK': 0.8383348852683635, 'ULA': 0.849558622689754, 'USA': 0.4692450451339177, 'SpaceX': 0.992775425652986}",16,2021,0.9988689665675068,True,SpaceX,0.05597032432200333,1,0.0,2010,False
SpaceX,{'p_18_0': 'SpaceX'},16640716.118803672,"{'China': 0.8834762135676406, 'France': 0.5152140156617342, 'Germany': 0.7803951412382215, 'India': 0.8681820698912136, 'Israel': 0.8301646938297684, 'Japan': 0.7748909631547249, 'Russia': 0.843236495638844, 'UAE': 0.7899326445279496, 'UK': 0.6760251519287458, 'ULA': 0.75668321221563, 'USA': 0.8570113065794615, 'SpaceX': 0.9996071056980693}",18,2015,0.9988689665675068,True,SpaceX,0.11613089213042871,1,0.0,2010,False
SpaceX,{'p_23_0': 'SpaceX'},4863379.13776242,"{'China': 0.9597565110424339, 'France': 0.7583718007561867, 'Germany': 0.5746199300101933, 'India': 0.759674314411974, 'Israel': 0.619226690673775, 'Japan': 0.6938350489182651, 'Russia': 0.6853078230596273, 'UAE': 0.6381762647489044, 'UK': 0.8572471222380796, 'ULA': 0.8910321914175157, 'USA': 0.804835623598107, 'SpaceX': 0.9790001357183263}",23,2013,0.9988689665675068,True,SpaceX,0.019243624675892468,2,0.0,2010,False
SpaceX,"{'p_24_1': 'SpaceX', 'p_24_0': 'SpaceX'}",29298381.789254963,"{'China': 0.8405068116722729, 'France': 0.8643746948127085, 'Germany': 0.7678944952605465, 'India': 0.7330291288368274, 'Israel': 0.7327531901213924, 'Japan': 0.8659506497715554, 'Russia': 0.7000421308230368, 'UAE': 0.8018566012646761, 'UK': 0.8340012846447988, 'ULA': 0.8870182833277659, 'USA': 0.5277368001748498, 'SpaceX': 0.9867745311104323}",24,2017,0.9988689665675068,True,SpaceX,0.09975624778266645,1,0.0,2010,False
